country,region,rank,score,happiness_level,gdp,year,code,year,life_expectency
Iran,Middle East and Northern Africa,117.0,4.548,3,1.1,2019,IRN,2019,76.677
Iran,Middle East and Northern Africa,110.0,4.686,3,1.0088,2015,IRN,2015,75.796
Iran,Middle East and Northern Africa,108.0,4.69199991226196,3,1.15687310695648,2017,IRN,2017,76.271
Iran,Middle East and Northern Africa,106.0,4.707,3,1.059,2018,IRN,2018,76.479
Iran,Middle East and Northern Africa,105.0,4.813,3,1.11758,2016,IRN,2016,76.047
Iraq,Middle East and Northern Africa,126.0,4.437,3,1.043,2019,IRQ,2019,70.604
Iraq,Middle East and Northern Africa,117.0,4.456,3,1.01,2018,IRQ,2018,70.454
Iraq,Middle East and Northern Africa,117.0,4.49700021743774,3,1.10271048545837,2017,IRQ,2017,70.294
Iraq,Middle East and Northern Africa,112.0,4.575,3,1.07474,2016,IRQ,2016,70.122
Iraq,Middle East and Northern Africa,112.0,4.677,3,0.98549,2015,IRQ,2015,69.929
Israel,Middle East and Northern Africa,19.0,6.814,5,1.301,2018,ISR,2018,82.819
Israel,Middle East and Northern Africa,13.0,7.139,6,1.276,2019,ISR,2019,82.972
Israel,Middle East and Northern Africa,11.0,7.212999820709230,6,1.37538242340088,2017,ISR,2017,82.663
Israel,Middle East and Northern Africa,11.0,7.267,6,1.33766,2016,ISR,2016,82.503
Israel,Middle East and Northern Africa,11.0,7.278,6,1.22857,2015,ISR,2015,82.34
Jordan,Middle East and Northern Africa,101.0,4.906,3,0.837,2019,JOR,2019,74.526
Jordan,Middle East and Northern Africa,90.0,5.161,4,0.822,2018,JOR,2018,74.405
Jordan,Middle East and Northern Africa,82.0,5.192,4,0.90198,2015,JOR,2015,74.078
Jordan,Middle East and Northern Africa,80.0,5.303,4,0.99673,2016,JOR,2016,74.184
Jordan,Middle East and Northern Africa,74.0,5.33599996566772,4,0.991012394428253,2017,JOR,2017,74.292
Kuwait,Middle East and Northern Africa,51.0,6.021,5,1.5,2019,KWT,2019,75.489
Kuwait,Middle East and Northern Africa,45.0,6.083,5,1.474,2018,KWT,2018,75.398
Kuwait,Middle East and Northern Africa,39.0,6.10500001907349,5,1.63295245170593,2017,KWT,2017,75.311
Kuwait,Middle East and Northern Africa,41.0,6.239,5,1.61714,2016,KWT,2016,75.224
Kuwait,Middle East and Northern Africa,39.0,6.295,5,1.55422,2015,KWT,2015,75.13
Lebanon,Middle East and Northern Africa,103.0,4.839,3,1.02564,2015,LBN,2015,78.768
Lebanon,Middle East and Northern Africa,93.0,5.129,4,1.12268,2016,LBN,2016,78.8
Lebanon,Middle East and Northern Africa,91.0,5.197,4,0.987,2019,LBN,2019,78.93
Lebanon,Middle East and Northern Africa,88.0,5.22499990463257,4,1.07498753070831,2017,LBN,2017,78.833
Lebanon,Middle East and Northern Africa,80.0,5.358,4,0.965,2018,LBN,2018,78.875
Libya,Middle East and Northern Africa,72.0,5.525,4,1.044,2019,LBY,2019,72.913
Libya,Middle East and Northern Africa,68.0,5.525000095367430,4,1.10180306434631,2017,LBY,2017,72.52
Libya,Middle East and Northern Africa,70.0,5.566,4,0.985,2018,LBY,2018,72.724
Libya,Middle East and Northern Africa,67.0,5.615,4,1.06688,2016,LBY,2016,72.311
Libya,Middle East and Northern Africa,63.0,5.754,4,1.13145,2015,LBY,2015,72.121
Morocco,Middle East and Northern Africa,92.0,5.013,4,0.73479,2015,MNG,2015,69.111
Morocco,Middle East and Northern Africa,90.0,5.151,4,0.84058,2016,MNG,2016,69.321
Morocco,Middle East and Northern Africa,89.0,5.208,4,0.801,2019,MNG,2019,69.87
Morocco,Middle East and Northern Africa,84.0,5.2350001335144,4,0.878114581108093,2017,MNG,2017,69.509
Morocco,Middle East and Northern Africa,85.0,5.254,4,0.779,2018,MNG,2018,69.689
Palestinian Territories,Middle East and Northern Africa,110.0,4.696,3,0.657,2019,PSE,2019,74.053
Palestinian Territories,Middle East and Northern Africa,108.0,4.715,3,0.59867,2015,PSE,2015,73.442
Palestinian Territories,Middle East and Northern Africa,104.0,4.743,3,0.642,2018,PSE,2018,73.895
Palestinian Territories,Middle East and Northern Africa,108.0,4.754,3,0.67024,2016,PSE,2016,73.589
Palestinian Territories,Middle East and Northern Africa,103.0,4.77500009536743,3,0.716249227523804,2017,PSE,2017,73.74
Qatar,Middle East and Northern Africa,32.0,6.374,5,1.649,2018,QAT,2018,80.1
Qatar,Middle East and Northern Africa,29.0,6.374,5,1.684,2019,QAT,2019,80.227
Qatar,Middle East and Northern Africa,36.0,6.375,5,1.82427,2016,QAT,2016,79.868
Qatar,Middle East and Northern Africa,35.0,6.375,5,1.87076568603516,2017,QAT,2017,79.981
Qatar,Middle East and Northern Africa,28.0,6.611,5,1.69042,2015,QAT,2015,79.758
Saudi Arabia,Middle East and Northern Africa,37.0,6.343999862670900,5,1.53062355518341,2017,SAU,2017,74.874
Saudi Arabia,Middle East and Northern Africa,33.0,6.371,5,1.379,2018,SAU,2018,74.998
Saudi Arabia,Middle East and Northern Africa,28.0,6.375,5,1.403,2019,SAU,2019,75.133
Saudi Arabia,Middle East and Northern Africa,34.0,6.379,5,1.48953,2016,SAU,2016,74.761
Saudi Arabia,Middle East and Northern Africa,35.0,6.411,5,1.39541,2015,SAU,2015,74.651
Syria,Middle East and Northern Africa,156.0,3.006,2,0.6632,2015,SYR,2015,69.908
Syria,Middle East and Northern Africa,156.0,3.069,2,0.74719,2016,SYR,2016,70.315
Syria,Middle East and Northern Africa,152.0,3.46199989318848,2,0.777153134346008,2017,SYR,2017,70.967
Syria,Middle East and Northern Africa,150.0,3.462,2,0.689,2018,SYR,2018,71.779
Syria,Middle East and Northern Africa,149.0,3.462,2,0.619,2019,SYR,2019,72.697
Tunisia,Middle East and Northern Africa,124.0,4.461,3,0.921,2019,TUN,2019,76.699
Tunisia,Middle East and Northern Africa,111.0,4.592,3,0.9,2018,TUN,2018,76.505
Tunisia,Middle East and Northern Africa,107.0,4.739,3,0.88113,2015,TUN,2015,75.922
Tunisia,Middle East and Northern Africa,102.0,4.80499982833862,3,1.00726580619812,2017,TUN,2017,76.31
Tunisia,Middle East and Northern Africa,98.0,5.045,4,0.97724,2016,TUN,2016,76.115
Turkey,Middle East and Northern Africa,76.0,5.332,4,1.06098,2015,TUR,2015,76.532
Turkey,Middle East and Northern Africa,79.0,5.373,4,1.183,2019,TUR,2019,77.691
Turkey,Middle East and Northern Africa,78.0,5.389,4,1.16492,2016,TUR,2016,76.86
Turkey,Middle East and Northern Africa,74.0,5.483,4,1.148,2018,TUR,2018,77.437
Turkey,Middle East and Northern Africa,69.0,5.5,4,1.19827437400818,2017,TUR,2017,77.161
United Arab Emirates,Middle East and Northern Africa,28.0,6.573,5,1.57352,2016,ARE,2016,77.47
United Arab Emirates,Middle East and Northern Africa,21.0,6.6479997634887700,5,1.62634336948395,2017,ARE,2017,77.647
United Arab Emirates,Middle East and Northern Africa,20.0,6.774,5,2.096,2018,ARE,2018,77.814
United Arab Emirates,Middle East and Northern Africa,21.0,6.825,5,1.503,2019,ARE,2019,77.972
United Arab Emirates,Middle East and Northern Africa,20.0,6.901,5,1.42727,2015,ARE,2015,77.285
Yemen,Middle East and Northern Africa,152.0,3.355,2,0.442,2018,YEM,2018,66.096
Yemen,Middle East and Northern Africa,151.0,3.38,2,0.287,2019,YEM,2019,66.125
Yemen,Middle East and Northern Africa,146.0,3.59299993515015,2,0.591683447360992,2017,YEM,2017,66.086
Yemen,Middle East and Northern Africa,147.0,3.724,2,0.57939,2016,YEM,2016,66.087
Yemen,Middle East and Northern Africa,136.0,4.077,3,0.54649,2015,YEM,2015,66.085
Canada,North America,9.0,7.278,6,1.365,2019,CAN,2019,82.434
Canada,North America,7.0,7.31599998474121,6,1.47920441627502,2017,CAN,2017,82.21
Canada,North America,7.0,7.328,6,1.33,2018,CAN,2018,82.315
Canada,North America,6.0,7.404,6,1.44015,2016,CAN,2016,82.117
Canada,North America,5.0,7.427,6,1.32629,2015,CAN,2015,82.026
United States,North America,18.0,6.886,5,1.398,2018,USA,2018,78.851
United States,North America,19.0,6.892,5,1.433,2019,USA,2019,78.862
United States,North America,14.0,6.993000030517580,5,1.54625928401947,2017,USA,2017,78.861
United States,North America,13.0,7.104,6,1.50796,2016,USA,2016,78.885
United States,North America,15.0,7.119,6,1.39451,2015,USA,2015,78.91
Cambodia,Southeastern Asia,145.0,3.819,2,0.46038,2015,KHM,2015,68.637
Cambodia,Southeastern Asia,140.0,3.907,2,0.55604,2016,KHM,2016,68.977
Cambodia,Southeastern Asia,129.0,4.16800022125244,3,0.601765096187592,2017,KHM,2017,69.289
Cambodia,Southeastern Asia,120.0,4.433,3,0.549,2018,KHM,2018,69.57
Cambodia,Southeastern Asia,109.0,4.7,3,0.574,2019,KHM,2019,69.823
Indonesia,Southeastern Asia,96.0,5.093,4,0.899,2018,IDN,2018,71.509
Indonesia,Southeastern Asia,92.0,5.192,4,0.931,2019,IDN,2019,71.716
Indonesia,Southeastern Asia,81.0,5.26200008392334,4,0.995538592338562,2017,IDN,2017,71.282
Indonesia,Southeastern Asia,79.0,5.314,4,0.95104,2016,IDN,2016,71.035
Indonesia,Southeastern Asia,74.0,5.399,4,0.82827,2015,IDN,2015,70.768
Laos,Southeastern Asia,110.0,4.623,3,0.72,2018,LAO,2018,67.61
Laos,Southeastern Asia,105.0,4.796,3,0.764,2019,LAO,2019,67.923
Laos,Southeastern Asia,99.0,4.876,3,0.59066,2015,LAO,2015,66.546
Laos,Southeastern Asia,102.0,4.876,3,0.68042,2016,LAO,2016,66.924
Laos,Southeastern Asia,102.0,4.876,3,0.68042,2017,LAO,2017,67.277
Malaysia,Southeastern Asia,80.0,5.339,4,1.221,2019,MYS,2019,76.156
Malaysia,Southeastern Asia,61.0,5.77,4,1.12486,2015,MYS,2015,75.461
Malaysia,Southeastern Asia,47.0,6.005,5,1.25142,2016,MYS,2016,75.649
Malaysia,Southeastern Asia,42.0,6.08400011062622,5,1.29121541976929,2017,MYS,2017,75.828
Malaysia,Southeastern Asia,35.0,6.322,5,1.161,2018,MYS,2018,75.997
Myanmar,Southeastern Asia,129.0,4.307,3,0.27108,2015,MMR,2015,65.81
Myanmar,Southeastern Asia,130.0,4.308,3,0.682,2018,MMR,2018,66.867
Myanmar,Southeastern Asia,131.0,4.36,3,0.71,2019,MMR,2019,67.134
Myanmar,Southeastern Asia,119.0,4.395,3,0.34112,2016,MMR,2016,66.205
Myanmar,Southeastern Asia,114.0,4.54500007629395,3,0.367110550403595,2017,MMR,2017,66.558
Philippines,Southeastern Asia,90.0,5.073,4,0.70532,2015,PHL,2015,70.644
Philippines,Southeastern Asia,82.0,5.279,4,0.81217,2016,PHL,2016,70.802
Philippines,Southeastern Asia,72.0,5.42999982833862,4,0.85769921541214,2017,PHL,2017,70.952
Philippines,Southeastern Asia,71.0,5.524,4,0.775,2018,PHL,2018,71.095
Philippines,Southeastern Asia,69.0,5.631,4,0.807,2019,PHL,2019,71.231
Singapore,Southeastern Asia,34.0,6.262,5,1.572,2019,SGP,2019,83.62
Singapore,Southeastern Asia,34.0,6.343,5,1.529,2018,SGP,2018,83.458
Singapore,Southeastern Asia,26.0,6.57200002670288,5,1.69227766990662,2017,SGP,2017,83.279
Singapore,Southeastern Asia,22.0,6.739,5,1.64555,2016,SGP,2016,83.083
Singapore,Southeastern Asia,24.0,6.798,5,1.52186,2015,SGP,2015,82.877
Thailand,Southeastern Asia,52.0,6.008,5,1.05,2019,THA,2019,77.15
Thailand,Southeastern Asia,46.0,6.072,5,1.016,2018,THA,2018,76.931
Thailand,Southeastern Asia,32.0,6.4239997863769500,5,1.12786877155304,2017,THA,2017,76.683
Thailand,Southeastern Asia,34.0,6.455,5,0.9669,2015,THA,2015,76.091
Thailand,Southeastern Asia,33.0,6.474,5,1.0893,2016,THA,2016,76.403
Vietnam,Southeastern Asia,96.0,5.061,4,0.74037,2016,VNM,2016,75.172
Vietnam,Southeastern Asia,94.0,5.07399988174438,4,0.788547575473785,2017,VNM,2017,75.241
Vietnam,Southeastern Asia,95.0,5.103,4,0.715,2018,VNM,2018,75.317
Vietnam,Southeastern Asia,94.0,5.175,4,0.741,2019,VNM,2019,75.4
Vietnam,Southeastern Asia,75.0,5.36,4,0.63216,2015,VNM,2015,75.11
Afghanistan,Southern Asia,154.0,3.203,2,0.35,2019,AFG,2019,64.833
Afghanistan,Southern Asia,154.0,3.36,2,0.38227,2016,AFG,2016,63.763
Afghanistan,Southern Asia,153.0,3.575,2,0.31982,2015,AFG,2015,63.377
Afghanistan,Southern Asia,145.0,3.632,2,0.332,2018,AFG,2018,64.486
Afghanistan,Southern Asia,141.0,3.79399991035461,2,0.401477217674255,2017,AFG,2017,64.13
Bangladesh,Southern Asia,125.0,4.456,3,0.562,2019,BGD,2019,72.591
Bangladesh,Southern Asia,115.0,4.5,3,0.532,2018,BGD,2018,72.32
Bangladesh,Southern Asia,110.0,4.60799980163574,3,0.586682975292206,2017,BGD,2017,72.052
Bangladesh,Southern Asia,110.0,4.643,3,0.54177,2016,BGD,2016,71.785
Bangladesh,Southern Asia,109.0,4.694,3,0.39753,2015,BGD,2015,71.514
Bhutan,Southern Asia,97.0,5.01100015640259,4,0.885416388511658,2017,BGD,2017,72.052
Bhutan,Southern Asia,97.0,5.082,4,0.796,2018,BGD,2018,72.32
Bhutan,Southern Asia,95.0,5.082,4,0.813,2019,BGD,2019,72.591
Bhutan,Southern Asia,84.0,5.196,4,0.8527,2016,BGD,2016,71.785
Bhutan,Southern Asia,79.0,5.253,4,0.77042,2015,BGD,2015,71.514
India,Southern Asia,140.0,4.015,3,0.755,2019,IND,2019,69.656
India,Southern Asia,133.0,4.19,3,0.721,2018,IND,2018,69.416
India,Southern Asia,122.0,4.31500005722046,3,0.792221248149872,2017,IND,2017,69.165
India,Southern Asia,118.0,4.404,3,0.74036,2016,IND,2016,68.897
India,Southern Asia,117.0,4.565,3,0.64499,2015,IND,2015,68.607
Nepal,Southern Asia,121.0,4.514,3,0.35997,2015,NPL,2015,69.515
Nepal,Southern Asia,107.0,4.793,3,0.44626,2016,NPL,2016,69.848
Nepal,Southern Asia,101.0,4.88,3,0.425,2018,NPL,2018,70.478
Nepal,Southern Asia,100.0,4.913,3,0.446,2019,NPL,2019,70.778
Nepal,Southern Asia,99.0,4.961999893188480,3,0.479820191860199,2017,NPL,2017,70.169
Pakistan,Southern Asia,92.0,5.132,4,0.68816,2016,PAK,2016,66.77
Pakistan,Southern Asia,81.0,5.194,4,0.59543,2015,PAK,2015,66.577
Pakistan,Southern Asia,80.0,5.26900005340576,4,0.72688353061676,2017,PAK,2017,66.947
Pakistan,Southern Asia,75.0,5.472,4,0.652,2018,PAK,2018,67.114
Pakistan,Southern Asia,67.0,5.653,4,0.677,2019,PAK,2019,67.273
Sri Lanka,Southern Asia,132.0,4.271,3,0.83524,2015,LKA,2015,76.316
Sri Lanka,Southern Asia,130.0,4.366,3,0.949,2019,LKA,2019,76.978
Sri Lanka,Southern Asia,117.0,4.415,3,0.97318,2016,LKA,2016,76.482
Sri Lanka,Southern Asia,120.0,4.44000005722046,3,1.00985014438629,2017,LKA,2017,76.648
Sri Lanka,Southern Asia,116.0,4.471,3,0.918,2018,LKA,2018,76.812
Angola,Sub-Saharan Africa,142.0,3.795,2,0.73,2018,AGO,2018,60.782
Angola,Sub-Saharan Africa,142,3.795,2,0.73,2019,AGO,2019,61.147
Angola,Sub-Saharan Africa,140.0,3.79500007629395,2,0.858428180217743,2017,AGO,2017,60.379
Angola,Sub-Saharan Africa,141.0,3.866,2,0.84731,2016,AGO,2016,59.925
Angola,Sub-Saharan Africa,137.0,4.033,3,0.75778,2015,AGO,2015,59.398
Benin,Sub-Saharan Africa,155.0,3.34,2,0.28665,2015,BHR,2015,76.762
Benin,Sub-Saharan Africa,153.0,3.484,2,0.39499,2016,BHR,2016,76.899
Benin,Sub-Saharan Africa,143.0,3.65700006484985,2,0.43108540773391700,2017,BHR,2017,77.032
Benin,Sub-Saharan Africa,136.0,4.141,3,0.378,2018,BHR,2018,77.163
Benin,Sub-Saharan Africa,102.0,4.883,3,0.393,2019,BHR,2019,77.292
Botswana,Sub-Saharan Africa,148.0,3.488,2,1.041,2019,BWA,2019,69.592
Botswana,Sub-Saharan Africa,146.0,3.59,2,1.017,2018,BWA,2018,69.275
Botswana,Sub-Saharan Africa,142.0,3.7660000324249300,2,1.12209415435791,2017,BWA,2017,68.812
Botswana,Sub-Saharan Africa,137.0,3.974,2,1.09426,2016,BWA,2016,68.178
Botswana,Sub-Saharan Africa,128.0,4.332,3,0.99355,2015,BWA,2015,67.338
Burkina Faso,Sub-Saharan Africa,152.0,3.587,2,0.25812,2015,BFA,2015,59.919
Burkina Faso,Sub-Saharan Africa,145.0,3.739,2,0.31995,2016,BFA,2016,60.354
Burkina Faso,Sub-Saharan Africa,134.0,4.03200006484985,3,0.3502277135849,2017,BFA,2017,60.768
Burkina Faso,Sub-Saharan Africa,121.0,4.424,3,0.314,2018,BFA,2018,61.174
Burkina Faso,Sub-Saharan Africa,115.0,4.587,3,0.331,2019,BFA,2019,61.577
Burundi,Sub-Saharan Africa,154.0,2.90499997138977,1,0.091622568666935,2017,BDI,2017,60.898
Burundi,Sub-Saharan Africa,157.0,2.905,1,0.0153,2015,BDI,2015,60.123
Burundi,Sub-Saharan Africa,157.0,2.905,1,0.06831,2016,BDI,2016,60.528
Burundi,Sub-Saharan Africa,156.0,2.905,1,0.091,2018,BDI,2018,61.247
Burundi,Sub-Saharan Africa,145.0,3.775,2,0.046,2019,BDI,2019,61.584
Cameroon,Sub-Saharan Africa,133.0,4.252,3,0.4225,2015,CMR,2015,57.583
Cameroon,Sub-Saharan Africa,114.0,4.513,3,0.52497,2016,CMR,2016,58.063
Cameroon,Sub-Saharan Africa,107.0,4.69500017166138,3,0.564305365085602,2017,CMR,2017,58.511
Cameroon,Sub-Saharan Africa,99.0,4.975,3,0.535,2018,CMR,2018,58.921
Cameroon,Sub-Saharan Africa,96.0,5.044,4,0.549,2019,CMR,2019,59.292
Chad,Sub-Saharan Africa,149.0,3.667,2,0.34193,2015,TCD,2015,53.137
Chad,Sub-Saharan Africa,144.0,3.763,2,0.42214,2016,TCD,2016,53.438
Chad,Sub-Saharan Africa,137.0,3.9360001087188700,2,0.43801298737525900,2017,TCD,2017,53.712
Chad,Sub-Saharan Africa,131.0,4.301,3,0.358,2018,TCD,2018,53.977
Chad,Sub-Saharan Africa,132.0,4.35,3,0.35,2019,TCD,2019,54.239
Congo (Brazzaville),Sub-Saharan Africa,139.0,3.989,2,0.67866,2015,COG,2015,63.097
Congo (Brazzaville),Sub-Saharan Africa,127.0,4.236,3,0.77109,2016,COG,2016,63.556
Congo (Brazzaville),Sub-Saharan Africa,124.0,4.29099988937378,3,0.808964252471924,2017,COG,2017,63.954
Congo (Brazzaville),Sub-Saharan Africa,114.0,4.559,3,0.682,2018,COG,2018,64.29
Congo (Brazzaville),Sub-Saharan Africa,103.0,4.812,3,0.673,2019,COG,2019,64.57
Ethiopia,Sub-Saharan Africa,134.0,4.286,3,0.336,2019,EGY,2019,71.99
Ethiopia,Sub-Saharan Africa,127.0,4.35,3,0.308,2018,EGY,2018,71.825
Ethiopia,Sub-Saharan Africa,119.0,4.46000003814697,3,0.339233845472336,2017,EGY,2017,71.656
Ethiopia,Sub-Saharan Africa,115.0,4.508,3,0.29283,2016,EGY,2016,71.482
Ethiopia,Sub-Saharan Africa,122.0,4.512,3,0.19073,2015,EGY,2015,71.302
Gabon,Sub-Saharan Africa,143.0,3.896,2,1.06024,2015,GAB,2015,64.913
Gabon,Sub-Saharan Africa,134.0,4.121,3,1.15851,2016,GAB,2016,65.418
Gabon,Sub-Saharan Africa,118.0,4.46500015258789,3,1.1982102394104,2017,GAB,2017,65.839
Gabon,Sub-Saharan Africa,103.0,4.758,3,1.036,2018,GAB,2018,66.187
Gabon,Sub-Saharan Africa,104.0,4.799,3,1.057,2019,GAB,2019,66.467
Ghana,Sub-Saharan Africa,131.0,4.11999988555908,3,0.667224824428558,2017,GHA,2017,63.463
Ghana,Sub-Saharan Africa,124.0,4.276,3,0.63107,2016,GHA,2016,63.124
Ghana,Sub-Saharan Africa,114.0,4.633,3,0.54558,2015,GHA,2015,62.772
Ghana,Sub-Saharan Africa,108.0,4.657,3,0.592,2018,GHA,2018,63.78
Ghana,Sub-Saharan Africa,98.0,4.996,3,0.611,2019,GHA,2019,64.074
Guinea,Sub-Saharan Africa,149.0,3.50699996948242,2,0.244549930095673,2017,GIN,2017,60.706
Guinea,Sub-Saharan Africa,151.0,3.607,2,0.22415,2016,GIN,2016,60.17
Guinea,Sub-Saharan Africa,150.0,3.656,2,0.17417,2015,GIN,2015,59.598
Guinea,Sub-Saharan Africa,140.0,3.964,2,0.344,2018,GIN,2018,61.185
Guinea,Sub-Saharan Africa,118.0,4.534,3,0.38,2019,GIN,2019,61.602
Kenya,Sub-Saharan Africa,122.0,4.356,3,0.52267,2016,KEN,2016,65.393
Kenya,Sub-Saharan Africa,124.0,4.41,3,0.493,2018,KEN,2018,66.342
Kenya,Sub-Saharan Africa,125.0,4.419,3,0.36471,2015,KEN,2015,64.798
Kenya,Sub-Saharan Africa,121.0,4.509,3,0.512,2019,KEN,2019,66.699
Kenya,Sub-Saharan Africa,112.0,4.55299997329712,3,0.560479462146759,2017,KEN,2017,65.909
Lesotho,Sub-Saharan Africa,144.0,3.802,2,0.489,2019,LSO,2019,54.331
Lesotho,Sub-Saharan Africa,141.0,3.808,2,0.472,2018,LSO,2018,53.705
Lesotho,Sub-Saharan Africa,139.0,3.80800008773804,2,0.521021246910095,2017,LSO,2017,52.947
Lesotho,Sub-Saharan Africa,97.0,4.898,3,0.37545,2015,LSO,2015,51.038
Lesotho,Sub-Saharan Africa,97,4.898,3,0.37545,2016,LSO,2016,52.059
Liberia,Sub-Saharan Africa,149.0,3.495,2,0.076,2018,LBR,2018,63.73
Liberia,Sub-Saharan Africa,148.0,3.53299999237061,2,0.119041793048382,2017,LBR,2017,63.295
Liberia,Sub-Saharan Africa,150.0,3.622,2,0.10706,2016,LBR,2016,62.802
Liberia,Sub-Saharan Africa,141.0,3.975,2,0.073,2019,LBR,2019,64.104
Liberia,Sub-Saharan Africa,116.0,4.571,3,0.0712,2015,LBR,2015,62.269
Madagascar,Sub-Saharan Africa,144.0,3.64400005340576,2,0.305808693170547,2017,MDG,2017,66.311
Madagascar,Sub-Saharan Africa,147.0,3.681,2,0.20824,2015,MDG,2015,65.539
Madagascar,Sub-Saharan Africa,148.0,3.695,2,0.27954,2016,MDG,2016,65.931
Madagascar,Sub-Saharan Africa,143.0,3.774,2,0.262,2018,MDG,2018,66.681
Madagascar,Sub-Saharan Africa,143.0,3.933,2,0.274,2019,MDG,2019,67.041
Malawi,Sub-Saharan Africa,150.0,3.41,2,0.191,2019,MWI,2019,64.263
Malawi,Sub-Saharan Africa,147.0,3.587,2,0.186,2018,MWI,2018,63.798
Malawi,Sub-Saharan Africa,136.0,3.97000002861023,2,0.233442038297653,2017,MWI,2017,63.279
Malawi,Sub-Saharan Africa,132.0,4.156,3,0.08709,2016,MWI,2016,62.681
Malawi,Sub-Saharan Africa,131.0,4.292,3,0.01604,2015,MWI,2015,61.953
Mali,Sub-Saharan Africa,138.0,3.995,2,0.26074,2015,MLI,2015,57.509
Mali,Sub-Saharan Africa,135.0,4.073,3,0.31292,2016,MLI,2016,57.987
Mali,Sub-Saharan Africa,127.0,4.19000005722046,3,0.476180493831635,2017,MLI,2017,58.452
Mali,Sub-Saharan Africa,128.0,4.39,3,0.385,2019,MLI,2019,59.306
Mali,Sub-Saharan Africa,118.0,4.447,3,0.37,2018,MLI,2018,58.893
Mauritania,Sub-Saharan Africa,130.0,4.201,3,0.61391,2016,MLI,2016,57.987
Mauritania,Sub-Saharan Africa,123.0,4.29199981689453,3,0.648457288742065,2017,MLI,2017,58.452
Mauritania,Sub-Saharan Africa,126.0,4.356,3,0.557,2018,MLI,2018,58.893
Mauritania,Sub-Saharan Africa,124.0,4.436,3,0.45407,2015,MLI,2015,57.509
Mauritania,Sub-Saharan Africa,122.0,4.49,3,0.57,2019,MLI,2019,59.306
Mauritius,Sub-Saharan Africa,71.0,5.477,4,1.00761,2015,MLT,2015,81.896
Mauritius,Sub-Saharan Africa,64.0,5.62900018692017,4,1.18939554691315,2017,MLT,2017,82.221
Mauritius,Sub-Saharan Africa,66.0,5.648,4,1.14372,2016,MLT,2016,82.063
Mauritius,Sub-Saharan Africa,57.0,5.888,4,1.12,2019,MLT,2019,82.53
Mauritius,Sub-Saharan Africa,55.0,5.891,4,1.09,2018,MLT,2018,82.376
Mozambique,Sub-Saharan Africa,123.0,4.417,3,0.198,2018,MNE,2018,76.77
Mozambique,Sub-Saharan Africa,123.0,4.466,3,0.204,2019,MNE,2019,76.884
Mozambique,Sub-Saharan Africa,113.0,4.550000190734860,3,0.234305649995804,2017,MNE,2017,76.667
Mozambique,Sub-Saharan Africa,94.0,4.971,3,0.08308,2015,MNE,2015,76.452
Mozambique,Sub-Saharan Africa,94,4.971,3,0.08308,2016,MNE,2016,76.568
Namibia,Sub-Saharan Africa,119.0,4.441,3,0.874,2018,NAM,2018,63.373
Namibia,Sub-Saharan Africa,111.0,4.57399988174438,3,0.964434325695038,2017,NAM,2017,63.021
Namibia,Sub-Saharan Africa,113.0,4.574,3,0.93287,2015,NAM,2015,62.119
Namibia,Sub-Saharan Africa,113.0,4.574,3,0.93287,2016,NAM,2016,62.625
Namibia,Sub-Saharan Africa,113.0,4.639,3,0.879,2019,NAM,2019,63.708
Niger,Sub-Saharan Africa,144.0,3.845,2,0.0694,2015,NER,2015,60.631
Niger,Sub-Saharan Africa,142.0,3.856,2,0.1327,2016,NER,2016,61.137
Niger,Sub-Saharan Africa,135.0,4.02799987792969,3,0.161925330758095,2017,NER,2017,61.599
Niger,Sub-Saharan Africa,134.0,4.166,3,0.131,2018,NER,2018,62.024
Niger,Sub-Saharan Africa,114.0,4.628,3,0.138,2019,NER,2019,62.42
Nigeria,Sub-Saharan Africa,103.0,4.875,3,0.75216,2016,NGA,2016,53.541
Nigeria,Sub-Saharan Africa,95.0,5.07399988174438,4,0.783756256103516,2017,NGA,2017,53.95
Nigeria,Sub-Saharan Africa,91.0,5.155,4,0.689,2018,NGA,2018,54.332
Nigeria,Sub-Saharan Africa,85.0,5.265,4,0.696,2019,NGA,2019,54.687
Nigeria,Sub-Saharan Africa,78.0,5.268,4,0.65435,2015,NGA,2015,53.112
Rwanda,Sub-Saharan Africa,152.0,3.334,2,0.359,2019,RWA,2019,69.024
Rwanda,Sub-Saharan Africa,151.0,3.408,2,0.332,2018,RWA,2018,68.7
Rwanda,Sub-Saharan Africa,154.0,3.465,2,0.22208,2015,RWA,2015,67.45
Rwanda,Sub-Saharan Africa,151.0,3.47099995613098,2,0.368745893239975,2017,RWA,2017,68.341
Rwanda,Sub-Saharan Africa,152.0,3.515,2,0.32846,2016,RWA,2016,67.93
Senegal,Sub-Saharan Africa,142.0,3.904,2,0.36498,2015,SEN,2015,66.747
Senegal,Sub-Saharan Africa,128.0,4.219,3,0.44314,2016,SEN,2016,67.078
Senegal,Sub-Saharan Africa,115.0,4.53499984741211,3,0.479309022426605,2017,SEN,2017,67.38
Senegal,Sub-Saharan Africa,109.0,4.631,3,0.429,2018,SEN,2018,67.665
Senegal,Sub-Saharan Africa,111.0,4.681,3,0.45,2019,SEN,2019,67.941
Sierra Leone,Sub-Saharan Africa,129.0,4.374,3,0.268,2019,SLE,2019,54.696
Sierra Leone,Sub-Saharan Africa,123.0,4.507,3,0.33024,2015,SLE,2015,52.941
